1,Waiving,"-1,071068","0,10735","1,978843","-1,061965","0,3500253","2,074579","-0,5955431","0,4701272","2,286623","-0,5168239","0,7226011","2,162336","-0,845275","0,3714327","2,129778","-0,8763362","0,6544148","2,080709",
1,Waiving,"-1,072483","0,1102703","1,973406","-1,061977","0,3501151","2,075135","-0,5973433","0,4675998","2,286686","-0,4812343","0,6861814","2,159848","-0,845272","0,3704577","2,13251","-0,8770801","0,6539147","2,081554",
1,Waiving,"-1,074354","0,119077","1,962903","-1,061953","0,351136","2,075569","-0,600407","0,4636114","2,285647","-0,4404841","0,6703841","2,16626","-0,8453724","0,3701219","2,133598","-0,8775946","0,6537831","2,082255",
1,Waiving,"-1,073255","0,1449171","1,941667","-1,061871","0,3568625","2,076395","-0,603152","0,4598498","2,284667","-0,3896847","0,6371052","2,175515","-0,845818","0,3710268","2,134762","-0,8789353","0,6544546","2,083507",
1,Waiving,"-0,8458514","0,1900379","2,043195","-1,061724","0,3627787","2,076334","-0,6181813","0,4463136","2,288986","-0,3514598","0,5908878","2,182915","-0,8459911","0,3711406","2,135242","-0,8797146","0,655414","2,084664",
1,Waiving,"-0,8462514","0,1952786","2,041924","-1,061914","0,3682311","2,075028","-0,6219767","0,4418374","2,287623","-0,3138682","0,5120308","2,211534","-0,8459693","0,371307","2,135882","-0,8805331","0,6556174","2,085741",
1,Waiving,"-0,8445255","0,202735","2,04116","-1,064255","0,3685089","2,072564","-0,6297576","0,4363226","2,287331","-0,2954216","0,4548559","2,221602","-0,8454377","0,3716061","2,136691","-0,8807682","0,6557122","2,086662",
1,Waiving,"-0,8432952","0,2089522","2,04162","-1,066068","0,3684111","2,06996","-0,6392566","0,4269382","2,285839","-0,3194689","0,381961","2,246911","-0,8444867","0,3715669","2,137619","-0,8810388","0,6554047","2,087848",
1,Waiving,"-0,8436447","0,2112476","2,040806","-1,067368","0,3681154","2,066903","-0,6417469","0,4153562","2,285484","-0,3912818","0,3552394","2,257315","-0,843551","0,3715239","2,138837","-0,8808202","0,6552495","2,089364",
1,Waiving,"-0,8424657","0,2144019","2,040317","-1,067963","0,3674104","2,065182","-0,6431493","0,3913687","2,286861","-0,3388266","0,2787338","2,252245","-0,842714","0,3713098","2,140378","-0,8813163","0,6552057","2,090458",
1,Waiving,"-0,8414196","0,2160834","2,03689","-1,067897","0,3663646","2,05975","-0,6454564","0,3763961","2,28801","-0,3433013","0,1900124","2,27296","-0,8413554","0,3709917","2,142226","-0,8809719","0,6548483","2,09208",
1,Waiving,"-0,8406537","0,2172183","2,034661","-1,067797","0,3657414","2,056684","-0,6559896","0,3797358","2,286811","-0,4024296","0,1804758","2,286776","-0,8408536","0,37119","2,143187","-0,8807793","0,6545139","2,093208",
